"agent_number","trial","eyes","legs","spots","arms","color","choices","dangerous","accuracy","rates","agent_types"
"30","13","0","1","0","0","0","0","0","1","0.00676697813398763","both_good"
"30","14","0","0","1","0","1","0","0","1","0.47367043684875","both_good"
"30","15","0","1","1","1","1","0","0","1","0.0403738248469247","both_good"
"30","16","1","1","1","0","1","1","1","1","0.959626175153075","both_good"
"30","17","1","1","1","0","0","1","1","1","0.975646286345663","both_good"
"30","18","0","0","0","0","0","0","0","1","0.166964823964778","both_good"
"30","19","0","1","1","0","1","0","0","1","0.027051842161679","both_good"
"30","20","0","1","0","1","1","0","0","1","0.13031630075182","both_good"
"30","21","1","1","0","0","1","0","0","1","0.5","both_good"
"30","22","1","1","0","1","1","0","0","1","0.0243537136543369","both_good"
"30","23","0","1","1","1","0","1","0","0","0.860631934767083","both_good"
"30","24","0","0","1","0","0","0","0","1","0.0403738248469247","both_good"
"30","25","0","0","0","1","1","0","0","1","0.133886589492378","both_good"
"30","26","1","0","1","0","1","1","1","1","0.993233021866012","both_good"
"30","27","0","1","1","0","0","1","0","0","0.52632956315125","both_good"
"30","28","1","0","1","0","0","1","1","1","0.972948157838321","both_good"
"30","29","0","0","0","1","0","0","0","1","0.152812743699105","both_good"
"30","30","1","0","0","0","0","0","0","1","0.527581906123989","both_good"
"30","31","1","0","1","1","1","1","1","1","0.963603321507892","both_good"
"30","32","0","1","0","1","0","0","0","1","0.143032889681297","both_good"
"31","1","0","0","1","1","0","1","0","0",NA,"both_good"
"31","2","0","0","0","0","1","1","0","0",NA,"both_good"
"31","3","0","1","0","1","0","0","0","1",NA,"both_good"
"31","4","1","1","1","0","0","0","1","0",NA,"both_good"
"31","5","1","0","0","1","1","1","0","0","0.526933918986335","both_good"
"31","6","1","0","1","1","1","1","1","1","0.9698844693934","both_good"
"31","7","0","1","1","0","1","1","0","0","0.856967110318704","both_good"
"31","8","0","0","0","1","0","0","0","1","0.166964823964778","both_good"
"31","9","0","1","0","1","1","0","0","1","0.00676697813398763","both_good"
"31","10","0","0","0","0","0","0","0","1","0.00858863364276062","both_good"
"31","11","1","0","1","1","0","1","1","1","0.995851042936299","both_good"
"31","12","1","1","0","1","0","0","0","1","0.5","both_good"
"31","13","1","1","0","0","1","0","0","1","0.0328749142012068","both_good"
"31","14","1","0","0","0","0","0","0","1","0.0403738248469247","both_good"
"31","15","0","1","1","1","1","1","0","0","0.866113410507622","both_good"
"31","16","1","0","1","0","1","1","1","1","0.963603321507892","both_good"
"31","17","1","1","1","1","1","1","1","1","0.955123329130881","both_good"
"31","18","1","1","0","1","1","1","0","0","0.86441091402655","both_good"
"31","19","0","0","1","0","1","1","0","0","0.856967110318704","both_good"
"31","20","1","0","0","0","1","1","0","0","0.836735928209633","both_good"
"31","21","0","0","1","0","0","1","0","0","0.833035176035222","both_good"
"31","22","0","1","1","0","0","0","0","1","0.0243537136543369","both_good"
"31","23","1","1","1","0","1","1","1","1","0.972948157838321","both_good"
"31","24","1","0","1","0","0","0","1","0","0.959626175153075","both_good"
"31","25","0","0","1","1","1","0","0","1","0.0493426463320827","both_good"
"31","26","0","1","0","0","1","0","0","1","0.143032889681297","both_good"
"31","27","0","0","0","1","1","0","0","1","0.00626478115083963","both_good"
"31","28","1","0","0","1","0","1","0","0","0.5","both_good"
"31","29","0","1","1","1","0","0","0","1","0.847187256300895","both_good"
"31","30","0","1","0","0","0","0","0","1","0.139368065232917","both_good"
"31","31","1","1","1","1","0","1","1","1","0.993233021866012","both_good"
"31","32","1","1","0","0","0","0","0","1","0.472418093876011","both_good"
"32","1","0","1","1","1","1","1","0","0",NA,"both_good"
"32","2","1","0","1","0","0","0","1","0",NA,"both_good"
"32","3","0","1","0","1","0","1","0","0","0.5","both_good"
"32","4","1","1","0","0","1","0","0","1","0.526933918986335","both_good"
"32","5","0","0","0","1","0","0","0","1","0.15644650693902","both_good"
"32","6","1","1","0","1","1","1","0","0","0.554354308277478","both_good"
"32","7","1","1","1","0","0","1","1","1","0.963603321507892","both_good"
"32","8","0","0","0","0","0","0","0","1","0.166964823964778","both_good"
"32","9","0","1","1","0","0","1","0","0","0.881697564693843","both_good"
"32","10","0","1","0","0","1","0","0","1","0.139368065232917","both_good"
"32","11","1","1","1","1","1","1","1","1","0.993233021866012","both_good"
"32","12","0","0","0","0","1","0","0","1","0.00414895706370095","both_good"
"32","13","1","1","0","1","0","0","0","1","0.553112820543055","both_good"
"32","14","1","1","1","0","1","1","1","1","0.975646286345663","both_good"
"32","15","1","0","0","0","1","0","0","1","0.0546541914609563","both_good"
"32","16","0","1","0","1","1","0","0","1","0.152812743699105","both_good"
"32","17","0","1","0","0","0","0","0","1","0.00676697813398763","both_good"
"32","18","0","0","1","0","1","0","0","1","0.526933918986335","both_good"
"32","19","0","1","1","1","0","0","0","1","0.0493426463320827","both_good"
"32","20","1","0","1","0","1","1","1","1","0.978029335286363","both_good"
"32","21","0","0","1","1","1","0","0","1","0.0403738248469247","both_good"
"32","22","0","0","1","1","0","0","0","1","0.0243537136543369","both_good"
"32","23","0","0","1","0","0","0","0","1","0.027051842161679","both_good"
"32","24","1","1","1","1","0","1","1","1","0.950657353667917","both_good"
"32","25","1","0","0","1","1","1","0","0","0.856967110318704","both_good"
"32","26","1","0","0","1","0","0","0","1","0.027051842161679","both_good"
"32","27","0","0","0","1","1","0","0","1","0.13031630075182","both_good"
"32","28","1","0","0","0","0","0","0","1","0.5","both_good"
"32","29","1","0","1","1","0","1","1","1","0.972948157838321","both_good"
"32","30","0","1","1","0","1","1","0","0","0.84355349306098","both_good"
"32","31","1","0","1","1","1","1","1","1","0.975646286345663","both_good"
"32","32","1","1","0","0","0","1","0","0","0.833035176035222","both_good"
"33","1","1","0","0","1","0","0","0","1",NA,"both_good"
"33","2","1","1","1","0","0","1","1","1",NA,"both_good"
"33","3","1","0","1","0","1","1","1","1","0.5","both_good"
"33","4","1","1","0","1","1","1","0","0","0.445645691722522","both_good"
"33","5","0","0","0","1","0","0","0","1","0.143032889681297","both_good"
"33","6","1","0","0","0","1","1","0","0","0.554354308277478","both_good"
"33","7","0","1","1","1","1","1","0","0","0.856967110318704","both_good"
"33","8","0","0","0","1","1","0","0","1","0.139368065232917","both_good"
"33","9","0","0","1","0","1","1","0","0","0.527581906123989","both_good"
"33","10","0","0","1","0","0","0","0","1","0.027051842161679","both_good"
"33","11","1","1","1","1","0","1","1","1","0.950657353667917","both_good"
"33","12","0","1","1","0","0","0","0","1","0.027051842161679","both_good"
"33","13","1","1","1","1","1","1","1","1","0.975646286345663","both_good"
"33","14","1","0","0","0","0","1","0","0","0.833035176035222","both_good"
"33","15","1","1","0","0","0","0","0","1","0.0243537136543369","both_good"
"33","16","0","0","0","0","1","0","0","1","0.143032889681297","both_good"
"33","17","0","1","0","0","0","0","0","1","0.00626478115083963","both_good"
"33","18","1","1","0","0","1","1","0","0","0.5","both_good"
"33","19","1","1","0","1","0","0","0","1","0.0403738248469247","both_good"
"33","20","0","1","0","0","1","0","0","1","0.152812743699105","both_good"
"33","21","0","1","0","1","0","0","0","1","0.00676697813398763","both_good"
"33","22","0","1","1","0","1","0","0","1","0.526933918986335","both_good"
"33","23","1","0","1","0","0","1","1","1","0.950657353667917","both_good"
"33","24","0","0","1","1","1","0","0","1","0.036396678492108","both_good"
"33","25","0","0","0","0","0","0","0","1","0.163264071790367","both_good"
"33","26","1","0","1","1","1","1","1","1","0.955123329130881","both_good"
"33","27","0","1","1","1","0","0","0","1","0.036396678492108","both_good"
"33","28","1","1","1","0","1","1","1","1","0.963603321507892","both_good"
"33","29","0","1","0","1","1","0","0","1","0.139368065232917","both_good"
"33","30","1","0","0","1","1","0","0","1","0.473066081013665","both_good"
"33","31","1","0","1","1","0","1","1","1","0.945345808539044","both_good"
"33","32","0","0","1","1","0","1","0","0","0.873358767446486","both_good"
"34","1","0","0","1","1","1","0","0","1",NA,"both_good"
"34","2","0","0","0","0","0","1","0","0",NA,"both_good"
"34","3","0","0","0","1","0","1","0","0",NA,"both_good"
"34","4","1","0","0","1","0","0","0","1",NA,"both_good"
"34","5","1","0","0","0","1","0","0","1",NA,"both_good"
"34","6","1","1","1","0","0","1","1","1",NA,"both_good"
"34","7","1","0","1","0","1","1","1","1","0.955123329130881","both_good"
"34","8","1","0","0","1","1","0","0","1","0.027051842161679","both_good"
"34","9","1","1","0","0","0","0","0","1","0.0493426463320827","both_good"
"34","10","0","1","0","1","0","0","0","1","0.12186752944025","both_good"
"34","11","1","1","1","1","0","1","1","1","0.9899740749515","both_good"
"34","12","1","1","0","1","0","0","0","1","0.5","both_good"
"34","13","0","0","0","1","1","0","0","1","0.143032889681297","both_good"
"34","14","0","1","0","0","0","0","0","1","0.00927537638782412","both_good"
"34","15","0","1","0","0","1","0","0","1","0.00414895706370095","both_good"
"34","16","0","0","0","0","1","0","0","1","0.0038438156518521","both_good"
"34","17","0","1","1","0","1","1","0","0","0.473066081013665","both_good"
"34","18","1","1","1","0","1","1","1","1","0.955123329130881","both_good"
"34","19","0","1","1","1","1","0","0","1","0.027051842161679","both_good"
"34","20","1","0","1","0","0","1","1","1","0.967125085798793","both_good"
"34","21","1","1","0","0","1","0","0","1","0.847187256300895","both_good"
"34","22","0","1","0","1","1","0","0","1","0.12186752944025","both_good"
"34","23","1","1","0","1","1","0","0","1","0.419775374501657","both_good"
"34","24","1","0","1","1","0","1","1","1","0.975646286345663","both_good"
"34","25","0","1","1","0","0","1","0","0","0.856967110318704","both_good"
"34","26","1","1","1","1","1","1","1","1","0.963603321507892","both_good"
"34","27","0","1","1","1","0","0","0","1","0.027051842161679","both_good"
"34","28","1","0","1","1","1","1","1","1","0.975646286345663","both_good"
"34","29","0","0","1","0","1","0","0","1","0.0546541914609563","both_good"
"34","30","0","0","1","0","0","0","0","1","0.0243537136543369","both_good"
"34","31","1","0","0","0","0","1","0","0","0.836735928209633","both_good"
"34","32","0","0","1","1","0","0","0","1","0.860631934767083","both_good"
"35","1","1","0","0","1","0","0","0","1",NA,"both_good"
"35","2","1","0","1","0","0","0","1","0",NA,"both_good"
"35","3","1","1","1","0","0","0","1","0","0.5","both_good"
"35","4","0","0","0","0","0","0","0","1","0.538502197943817","both_good"
"35","5","0","1","1","0","0","1","0","0","0.881697564693843","both_good"
"35","6","0","1","0","1","0","0","0","1","0.139368065232917","both_good"
"35","7","0","0","0","1","0","0","0","1","0.00414895706370095","both_good"
"35","8","1","0","1","1","0","1","1","1","0.992683949908247","both_good"
"35","9","0","0","1","0","0","1","0","0","0.5","both_good"
"35","10","1","0","0","0","1","1","0","0","0.847187256300895","both_good"
"35","11","1","0","0","0","0","0","0","1","0.027051842161679","both_good"
"35","12","1","0","0","1","1","0","0","1","0.0403738248469247","both_good"
"35","13","1","1","1","1","1","1","1","1","0.959626175153075","both_good"
"35","14","0","0","0","0","1","0","0","1","0.13031630075182","both_good"
"35","15","0","0","0","1","1","0","0","1","0.00448231052359839","both_good"
"35","16","1","1","1","0","1","1","1","1","0.995851042936299","both_good"
"35","17","0","1","1","1","1","0","0","1","0.5","both_good"
"35","18","1","1","0","1","1","1","0","0","0.850938340153917","both_good"
"35","19","0","0","1","1","0","1","0","0","0.84355349306098","both_good"
"35","20","0","1","0","1","1","0","0","1","0.152812743699105","both_good"
"35","21","0","1","0","0","0","0","0","1","0.00676697813398763","both_good"
"35","22","1","1","1","1","0","1","1","1","0.993233021866012","both_good"
"35","23","0","1","0","0","1","0","0","1","0.00414895706370095","both_good"
"35","24","1","1","0","0","0","0","0","1","0.5","both_good"
"35","25","1","0","1","0","1","1","1","1","0.950657353667917","both_good"
"35","26","0","0","1","1","1","1","0","0","0.87813247055975","both_good"
"35","27","0","1","1","1","0","0","0","1","0.0328749142012068","both_good"
"35","28","1","0","1","1","1","1","1","1","0.975646286345663","both_good"
"35","29","0","0","1","0","1","0","0","1","0.0546541914609563","both_good"
"35","30","0","1","1","0","1","0","0","1","0.0243537136543369","both_good"
"35","31","1","1","0","1","0","1","0","0","0.856967110318704","both_good"
"35","32","1","1","0","0","1","0","0","1","0.036396678492108","both_good"
"36","1","0","0","1","0","1","1","0","0",NA,"both_good"
"36","2","1","0","1","1","0","1","1","1",NA,"both_good"
"36","3","0","1","0","0","0","1","0","0","0.5","both_good"
"36","4","1","1","0","0","0","0","0","1","0.445645691722522","both_good"
"36","5","0","0","0","1","1","0","0","1","0.166964823964778","both_good"
"36","6","0","1","1","0","1","0","0","1","0.526933918986335","both_good"
"36","7","1","0","0","1","0","1","0","0","0.866113410507622","both_good"
"36","8","1","1","1","0","1","1","1","1","0.978029335286363","both_good"
"36","9","1","1","0","1","0","0","0","1","0.0243537136543369","both_good"
"36","10","0","1","1","1","0","1","0","0","0.836735928209633","both_good"
"36","11","0","0","1","0","0","0","0","1","0.036396678492108","both_good"
"36","12","1","1","1","1","1","1","1","1","0.978029335286363","both_good"
"36","13","1","1","0","1","1","0","0","1","0.889466437760751","both_good"
"36","14","0","0","1","1","0","1","0","0","0.856967110318704","both_good"
"36","15","1","0","1","0","1","1","1","1","0.963603321507892","both_good"
"36","16","1","1","1","0","0","1","1","1","0.963603321507892","both_good"
"36","17","0","1","1","1","1","0","0","1","0.036396678492108","both_good"
"36","18","1","0","0","1","1","1","0","0","0.833035176035222","both_good"
"36","19","0","1","0","1","0","1","0","0","0.152812743699105","both_good"
"36","20","0","0","0","0","0","0","0","1","0.00676697813398763","both_good"
"36","21","1","0","1","0","0","1","1","1","0.995851042936299","both_good"
"36","22","0","1","0","0","1","0","0","1","0.00626478115083963","both_good"
"36","23","1","1","0","0","1","0","0","1","0.445645691722522","both_good"
"36","24","0","0","0","1","0","1","0","0","0.166964823964778","both_good"
"36","25","0","0","1","1","1","1","0","0","0.473066081013665","both_good"
"36","26","0","1","1","0","0","1","0","0","0.0546541914609563","both_good"
"36","27","1","0","0","0","0","1","0","0","0.873358767446486","both_good"
"36","28","1","0","0","0","1","0","0","1","0.027051842161679","both_good"
"36","29","0","0","0","0","1","0","0","1","0.126641232553514","both_good"
"36","30","1","1","1","1","0","1","1","1","0.994195064710942","both_good"
"36","31","1","0","1","1","1","1","1","1","0.993233021866012","both_good"
"36","32","0","1","0","1","1","0","0","1","0.00676697813398763","both_good"
"37","1","1","0","1","0","1","1","1","1",NA,"both_good"
"37","2","0","1","1","1","0","0","0","1",NA,"both_good"
"37","3","1","1","1","0","1","0","1","0","0.5","both_good"
"37","4","1","0","0","0","1","1","0","0","0.526933918986335","both_good"
"37","5","0","1","0","0","0","0","0","1","0.152812743699105","both_good"
"37","6","1","1","1","0","0","1","1","1","0.99515309059917","both_good"
"37","7","0","0","1","1","0","0","0","1","0.5","both_good"
"37","8","1","1","0","0","0","1","0","0","0.881697564693843","both_good"
"37","9","0","0","0","1","0","1","0","0","0.143032889681297","both_good"
"37","10","1","1","0","0","1","0","0","1","0.553112820543055","both_good"
"37","11","0","0","0","1","1","0","0","1","0.133886589492378","both_good"
"37","12","0","0","1","0","0","0","0","1","0.526933918986335","both_good"
"37","13","0","0","1","1","1","0","0","1","0.0328749142012068","both_good"
"37","14","0","1","0","0","1","0","0","1","0.152812743699105","both_good"
"37","15","0","0","0","0","1","0","0","1","0.00414895706370095","both_good"
"37","16","1","1","1","1","1","1","1","1","0.99373521884916","both_good"
"37","17","1","1","0","1","1","0","0","1","0.554354308277478","both_good"
"37","18","1","1","1","1","0","1","1","1","0.972948157838321","both_good"
"37","19","1","0","0","1","0","0","0","1","0.0403738248469247","both_good"
"37","20","0","1","1","0","1","0","0","1","0.866113410507622","both_good"
"37","21","0","1","1","1","1","0","0","1","0.027051842161679","both_good"
"37","22","1","0","0","1","1","0","0","1","0.847187256300895","both_good"
"37","23","0","1","0","1","1","0","0","1","0.139368065232917","both_good"
"37","24","0","0","1","0","1","0","0","1","0.47367043684875","both_good"
"37","25","1","1","0","1","0","1","0","0","0.889466437760751","both_good"
"37","26","0","1","1","0","0","1","0","0","0.860631934767083","both_good"
"37","27","1","0","1","0","0","1","1","1","0.959626175153075","both_good"
"37","28","1","0","0","0","0","1","0","0","0.873358767446486","both_good"
"37","29","0","0","0","0","0","0","0","1","0.13558908597345","both_good"
"37","30","0","1","0","1","0","0","0","1","0.143032889681297","both_good"
"37","31","1","0","1","1","1","1","1","1","0.99373521884916","both_good"
"37","32","1","0","1","1","0","1","1","1","0.995517689476402","both_good"
"38","1","0","0","0","0","0","0","0","1",NA,"both_good"
"38","2","0","0","0","0","1","1","0","0",NA,"both_good"
"38","3","0","0","1","0","0","1","0","0",NA,"both_good"
"38","4","1","0","1","1","1","0","1","0",NA,"both_good"
"38","5","1","0","0","1","1","1","0","0","0.86968369924818","both_good"
"38","6","1","1","0","0","1","0","0","1","0.0403738248469247","both_good"
"38","7","1","0","0","0","1","0","0","1","0.0243537136543369","both_good"
"38","8","1","1","0","1","0","0","0","1","0.0546541914609563","both_good"
"38","9","0","1","0","1","0","0","0","1","0.126641232553514","both_good"
"38","10","1","1","1","0","0","1","1","1","0.993233021866012","both_good"
"38","11","0","1","1","1","0","1","0","0","0.472418093876011","both_good"
"38","12","1","1","0","0","0","1","0","0","0.873358767446486","both_good"
"38","13","1","1","1","1","0","1","1","1","0.972948157838321","both_good"
"38","14","0","1","1","0","1","1","0","0","0.847187256300895","both_good"
"38","15","1","0","1","1","0","1","1","1","0.978029335286363","both_good"
"38","16","0","0","1","1","0","0","0","1","0.0606490522216423","both_good"
"38","17","0","0","0","1","0","0","0","1","0.13558908597345","both_good"
"38","18","0","1","0","0","1","0","0","1","0.00795957921862324","both_good"
"38","19","0","1","0","1","1","0","0","1","0.00414895706370095","both_good"
"38","20","0","1","1","0","0","0","0","1","0.5","both_good"
"38","21","1","1","1","0","1","1","1","1","0.945345808539044","both_good"
"38","22","0","1","1","1","1","0","0","1","0.0403738248469247","both_good"
"38","23","1","0","1","0","1","1","1","1","0.975646286345663","both_good"
"38","24","0","0","1","1","1","0","0","1","0.027051842161679","both_good"
"38","25","0","0","1","0","1","0","0","1","0.0301155306065996","both_good"
"38","26","1","0","0","1","0","1","0","0","0.856967110318704","both_good"
"38","27","1","0","0","0","0","0","0","1","0.027051842161679","both_good"
"38","28","1","1","0","1","1","0","0","1","0.0493426463320827","both_good"
"38","29","1","1","1","1","1","1","1","1","0.955123329130881","both_good"
"38","30","1","0","1","0","0","1","1","1","0.955373764558928","both_good"
"38","31","0","1","0","0","0","0","0","1","0.152812743699105","both_good"
"38","32","0","0","0","1","1","0","0","1","0.00858863364276062","both_good"
"39","1","0","0","0","1","0","1","0","0",NA,"both_good"
"39","2","0","1","0","0","1","1","0","0",NA,"both_good"
"39","3","1","1","1","0","0","0","1","0",NA,"both_good"
"39","4","1","0","1","1","1","1","1","1","0.995851042936299","both_good"
"39","5","1","0","0","1","0","1","0","0","0.553112820543055","both_good"
"39","6","1","0","1","1","0","1","1","1","0.9698844693934","both_good"
"39","7","1","1","1","0","1","1","1","1","0.955373764558928","both_good"
"39","8","1","1","0","1","0","0","0","1","0.0243537136543369","both_good"
"39","9","0","0","1","1","0","1","0","0","0.833035176035222","both_good"
"39","10","1","0","0","0","1","1","0","0","0.86968369924818","both_good"
"39","11","1","1","0","1","1","0","0","1","0.0403738248469247","both_good"
"39","12","1","0","0","1","1","0","0","1","0.0243537136543369","both_good"
"39","13","0","1","0","1","1","0","0","1","0.139368065232917","both_good"
"39","14","1","1","0","0","1","0","0","1","0.527581906123989","both_good"
"39","15","0","0","0","0","0","0","0","1","0.143032889681297","both_good"
"39","16","1","0","1","0","0","1","1","1","0.963603321507892","both_good"
"39","17","0","0","1","0","0","1","0","0","0.881697564693843","both_good"
"39","18","0","1","0","1","0","0","0","1","0.143032889681297","both_good"
"39","19","0","1","0","0","0","0","0","1","0.00448231052359839","both_good"
"39","20","0","1","1","1","1","1","0","0","0.47367043684875","both_good"
"39","21","0","0","1","1","1","0","0","1","0.0243537136543369","both_good"
"39","22","0","0","1","0","1","0","0","1","0.027051842161679","both_good"
"39","23","1","0","0","0","0","1","0","0","0.873358767446486","both_good"
"39","24","1","0","1","0","1","1","1","1","0.972948157838321","both_good"
"39","25","0","0","0","0","1","0","0","1","0.149061659846083","both_good"
"39","26","0","1","1","1","0","0","0","1","0.5","both_good"
"39","27","0","1","1","0","1","0","0","1","0.0403738248469247","both_good"
"39","28","1","1","1","1","1","1","1","1","0.959626175153075","both_good"
"39","29","0","0","0","1","1","0","0","1","0.152812743699105","both_good"
"39","30","1","1","1","1","0","1","1","1","0.995851042936299","both_good"
"39","31","1","1","0","0","0","1","0","0","0.553112820543055","both_good"
"39","32","0","1","1","0","0","1","0","0","0.850938340153917","both_good"
"40","1","1","1","1","1","1","1","1","1",NA,"both_good"
"40","2","0","1","1","0","1","1","0","0",NA,"both_good"
"40","3","1","1","0","1","0","1","0","0","0.5","both_good"
"40","4","1","0","1","1","0","1","1","1","0.959626175153075","both_good"
"40","5","0","0","1","1","0","1","0","0","0.873358767446486","both_good"
"40","6","1","0","0","0","1","1","0","0","0.856967110318704","both_good"
"40","7","1","0","0","0","0","1","0","0","0.027051842161679","both_good"
"40","8","1","1","1","0","1","1","1","1","0.950657353667917","both_good"
"40","9","1","1","0","1","1","0","0","1","0.0546541914609563","both_good"
"40","10","1","1","1","1","0","1","1","1","0.959626175153075","both_good"
"40","11","0","1","0","0","0","0","0","1","0.152812743699105","both_good"
"40","12","1","0","0","1","1","1","0","0","0.52632956315125","both_good"
"40","13","1","0","1","1","1","0","1","0","0.955123329130881","both_good"
"40","14","0","0","0","1","1","0","0","1","0.13558908597345","both_good"
"40","15","0","0","1","0","0","1","0","0","0.5","both_good"
"40","16","1","0","0","1","0","1","0","0","0.860631934767083","both_good"
"40","17","0","1","1","0","0","1","0","0","0.84355349306098","both_good"
"40","18","0","1","0","0","1","0","0","1","0.13031630075182","both_good"
"40","19","0","1","0","1","1","0","0","1","0.00448231052359839","both_good"
"40","20","0","0","1","0","1","1","0","0","0.526933918986335","both_good"
"40","21","1","0","1","0","0","1","1","1","0.959626175153075","both_good"
"40","22","1","1","0","0","0","1","0","0","0.86968369924818","both_good"
"40","23","0","0","0","0","1","0","0","1","0.152812743699105","both_good"
"40","24","0","0","1","1","1","0","0","1","0.473066081013665","both_good"
"40","25","0","0","0","0","0","0","0","1","0.163264071790367","both_good"
"40","26","1","1","0","0","1","0","0","1","0.856967110318704","both_good"
"40","27","0","0","0","1","0","0","0","1","0.166964823964778","both_good"
"40","28","0","1","1","1","1","1","0","0","0.47367043684875","both_good"
"40","29","1","1","1","0","0","1","1","1","0.975646286345663","both_good"
"40","30","0","1","1","1","0","0","0","1","0.027051842161679","both_good"
"40","31","0","1","0","1","0","0","0","1","0.126641232553514","both_good"
"40","32","1","0","1","0","1","1","1","1","0.994195064710942","both_good"
"41","1","1","1","1","0","0","1","1","1",NA,"both_good"
"41","2","0","1","0","0","0","1","0","0",NA,"both_good"
"41","3","0","0","1","0","0","0","0","1","0.5","both_good"
"41","4","1","1","1","1","1","1","1","1","0.99180361181159","both_good"
"41","5","1","0","0","1","1","1","0","0","0.86968369924818","both_good"
"41","6","1","0","1","0","0","1","1","1","0.950657353667917","both_good"
"41","7","1","0","1","0","1","1","1","1","0.972948157838321","both_good"
"41","8","1","0","0","0","1","0","0","1","0.0301155306065996","both_good"
"41","9","1","0","0","0","0","0","0","1","0.027051842161679","both_good"
"41","10","1","1","0","1","1","0","0","1","0.0493426463320827","both_good"
"41","11","0","0","1","1","0","1","0","0","0.856967110318704","both_good"
"41","12","0","1","1","0","1","0","0","1","0.0546541914609563","both_good"
"41","13","0","0","0","1","1","0","0","1","0.152812743699105","both_good"
"41","14","0","0","1","0","1","1","0","0","0.527581906123989","both_good"
"41","15","1","1","0","1","0","1","0","0","0.853410811502145","both_good"
"41","16","0","0","0","0","1","0","0","1","0.178180486250775","both_good"
"41","17","1","1","0","0","0","1","0","0","0.5","both_good"
"41","18","0","0","0","0","0","0","0","1","0.139368065232917","both_good"
"41","19","1","1","1","1","0","0","1","0","0.945345808539044","both_good"
"41","20","1","1","1","0","1","1","1","1","0.959626175153075","both_good"
"41","21","1","0","1","1","0","1","1","1","0.950657353667917","both_good"
"41","22","0","1","0","1","1","0","0","1","0.143032889681297","both_good"
"41","23","0","1","0","0","1","0","0","1","0.0038438156518521","both_good"
"41","24","1","0","0","1","0","1","0","0","0.580224625498342","both_good"
"41","25","1","1","0","0","1","0","0","1","0.0446262354410721","both_good"
"41","26","0","0","1","1","1","1","0","0","0.86968369924818","both_good"
"41","27","1","0","1","1","1","1","1","1","0.9698844693934","both_good"
"41","28","0","1","1","1","1","0","0","1","0.027051842161679","both_good"
"41","29","0","1","1","1","0","0","0","1","0.0243537136543369","both_good"
"41","30","0","0","0","1","0","0","0","1","0.139368065232917","both_good"
"41","31","0","1","1","0","0","0","0","1","0.47367043684875","both_good"
"41","32","0","1","0","1","0","0","0","1","0.13031630075182","both_good"
"42","1","0","0","0","0","1","0","0","1",NA,"both_good"
"42","2","0","0","1","0","0","1","0","0",NA,"both_good"
"42","3","0","0","0","0","0","0","0","1",NA,"both_good"
"42","4","0","0","0","1","1","0","0","1",NA,"both_good"
"42","5","1","0","0","1","0","1","0","0",NA,"both_good"
"42","6","1","1","0","0","0","0","0","1",NA,"both_good"
"42","7","1","0","0","0","1","0","0","1",NA,"both_good"
"42","8","1","1","1","1","1","1","1","1",NA,"both_good"
"42","9","0","1","1","1","0","1","0","0","0.87813247055975","both_good"
"42","10","0","1","1","0","0","0","0","1","0.0243537136543369","both_good"
"42","11","0","1","0","1","1","0","0","1","0.163264071790367","both_good"
"42","12","0","1","1","1","1","0","0","1","0.5","both_good"
"42","13","1","0","1","1","0","1","1","1","0.963603321507892","both_good"
"42","14","1","0","0","1","1","1","0","0","0.860631934767083","both_good"
"42","15","1","1","1","0","1","1","1","1","0.950657353667917","both_good"
"42","16","0","1","0","0","0","0","0","1","0.166964823964778","both_good"
"42","17","0","0","0","1","0","0","0","1","0.00580493528905796","both_good"
"42","18","1","1","1","1","0","1","1","1","0.993233021866012","both_good"
"42","19","0","1","0","1","0","0","0","1","0.00484690940082956","both_good"
"42","20","1","0","1","0","1","1","1","1","0.992040420781377","both_good"
"42","21","0","0","1","0","1","1","0","0","0.580224625498342","both_good"
"42","22","1","1","0","1","0","1","0","0","0.853410811502145","both_good"
"42","23","0","0","1","1","0","0","0","1","0.847187256300895","both_good"
"42","24","1","0","0","0","0","1","0","0","0.860631934767083","both_good"
"42","25","1","1","0","1","1","0","0","1","0.0493426463320827","both_good"
"42","26","0","0","1","1","1","1","0","0","0.860631934767083","both_good"
"42","27","0","1","0","0","1","0","0","1","0.152812743699105","both_good"
"42","28","1","0","1","1","1","1","1","1","0.995851042936299","both_good"
"42","29","1","0","1","0","0","1","1","1","0.99373521884916","both_good"
"42","30","1","1","1","0","0","1","1","1","0.995517689476402","both_good"
"42","31","1","1","0","0","1","1","0","0","0.472418093876011","both_good"
"42","32","0","1","1","0","1","1","0","0","0.850938340153917","both_good"
"43","1","1","1","0","1","0","0","0","1",NA,"both_good"
"43","2","1","1","1","0","0","0","1","0",NA,"both_good"
"43","3","1","1","0","0","0","0","0","1","0.5","both_good"
"43","4","0","0","1","0","1","1","0","0","0.856967110318704","both_good"
"43","5","1","0","0","0","0","1","0","0","0.833035176035222","both_good"
"43","6","0","0","1","0","0","1","0","0","0.821819513749225","both_good"
"43","7","1","0","0","1","1","1","0","0","0.86968369924818","both_good"
"43","8","1","1","1","0","1","1","1","1","0.975646286345663","both_good"
"43","9","0","0","0","1","1","0","0","1","0.118302435306157","both_good"
"43","10","0","0","1","1","0","1","0","0","0.446887179456945","both_good"
"43","11","0","1","1","0","0","0","0","1","0.0403738248469247","both_good"
